attack,original_label,precision,recall,fscore
0.0,benign,0.9929791330407601,0.9845064617025919,0.9887246465037771
1.0,dos,0.8730810071450426,0.9597016697000871,0.9143444129260868
2.0,probe,0.9943540247287409,0.996585843897196,0.9954686833920141
3.0,ddos,0.9791157175575482,0.9840049935629852,0.9815542670350624
4.0,brute_force,0.9981900452488688,0.7781305114638448,0.8745292368681863
5.0,web_attack,1.0,0.04943820224719101,0.09421841541755889
6.0,botnet,1.0,0.31712962962962965,0.48154657293497366
