spark_session_creation,load_reduced_data,load_metadata,rf_selector,train_test_split,training,save_model,prediction,evaluation,confusion_matrix,save_evaluation_metrics
3.3225624561309814,7.002592325210571,2.7429416179656982,671.3417112827301,0.015079021453857422,980.6055579185486,4.080995321273804,0.04984736442565918,183.42985773086548,104.92539739608765,0.0030357837677001953
