attack,original_label,precision,recall,fscore
0.0,benign,0.993865616793235,0.9860075428777997,0.9899209855724812
1.0,dos,0.8893617021276595,0.9716507082377146,0.9286869049757499
2.0,probe,0.9936159506887225,0.9987987228527171,0.996200595923129
3.0,ddos,0.9985559284989463,0.9981274138805446,0.9983416252072969
4.0,brute_force,0.9981892258940697,0.7777777777777778,0.8743061062648692
5.0,web_attack,0.8691588785046729,0.20898876404494382,0.33695652173913043
6.0,botnet,0.9539473684210527,0.33564814814814814,0.4965753424657534
