spark_session_creation,load_reduced_data,load_metadata,rf_selector,train_test_split,training,save_model,prediction,evaluation,confusion_matrix,save_evaluation_metrics
2.9798479080200195,4.596320629119873,2.2029776573181152,731.2431638240814,0.01360940933227539,201.3690528869629,1.1398589611053467,0.15510225296020508,194.93139791488647,125.79263949394226,0.00571751594543457
