attack,original_label,precision,recall,fscore
0.0,benign,0.9830028576363609,0.9910155552567598,0.9869929443583405
1.0,dos,0.915070947846561,0.8688177573791248,0.8913447194568758
2.0,probe,0.9940391711609424,0.9963645560016439,0.9952005052099779
3.0,ddos,0.9724731516302872,0.978543284047907,0.9754987749387469
4.0,brute_force,0.9860674157303371,0.7738977072310406,0.867193675889328
5.0,web_attack,0.0,0.0,0.0
6.0,botnet,1.0,0.25462962962962965,0.4059040590405904
