spark_session_creation,load_reduced_data,load_metadata,rf_selector,train_test_split,training,save_model,prediction,evaluation,confusion_matrix,save_evaluation_metrics
3.1670234203338623,6.934325695037842,2.7607693672180176,612.063668012619,0.014046669006347656,722.2600338459015,9.081568479537964,0.4656696319580078,244.2014274597168,145.45774602890015,0.0034623146057128906
