spark_session_creation,load_reduced_data,load_metadata,rf_selector,train_test_split,training,save_model,prediction,evaluation,confusion_matrix,save_evaluation_metrics
3.305539846420288,7.14889931678772,3.5072684288024902,642.3359677791595,0.01589035987854004,129.29600262641907,0.9422078132629395,0.03216075897216797,144.22363758087158,95.79123616218567,0.0028955936431884766
