attack,original_label,precision,recall,fscore
0.0,benign,0.8736391050264607,0.9981241995886906,0.9317420961120999
1.0,dos,0.9188091136607404,0.559250613278468,0.6952960708356392
2.0,probe,0.0,0.0,0.0
3.0,ddos,0.8008687558175612,0.5034915928685678,0.6182811152630067
4.0,brute_force,0.0,0.0,0.0
5.0,web_attack,0.0,0.0,0.0
6.0,botnet,0.0,0.0,0.0
